2.095753844226085766e-02 1.060442915919370885e-02 -7.144193652170040265e-03 -5.962544576476073652e-03 3.239841597046726196e-02 -7.432274160187214186e-03 2.475730801552608606e-02 -1.867158045264283696e-03 1.693676776597601713e-02 2.278894002603388397e-02
-5.221528771341401448e-02 4.470404138667982349e-03 -3.044306494978163413e-02 3.638922423923417887e-02 -1.648839831971027001e-02 -9.155379081963222615e-03 -7.004337031871266279e-03 -1.940344709545413623e-03 1.526863961597159369e-02 5.449710416204232508e-03
1.523708993870929833e-02 1.223570462645793069e-02 -6.742133292878315330e-03 1.604076445882928609e-02 1.642817395227997657e-03 -1.220153175043444706e-02 1.133733065131955218e-03 1.138118843213695337e-02 -1.798739049732377485e-02 9.305815513543452822e-03
2.091649735578131443e-06 -3.008696336840152238e-02 2.723207536645659826e-03 3.303820511076178967e-02 3.253657895656074340e-04 3.927823760099991186e-03 1.068670803147828662e-02 1.002176678791028702e-02 -4.361270973951448127e-04 8.248703009793972515e-03
-2.503290743393842346e-02 -8.315714002062140481e-03 -2.084628326153748282e-02 -4.274249625223279329e-03 -1.742135742909868557e-02 -1.411864939877595544e-02 1.927194031030059207e-02 1.077330065810111655e-02 -1.512792202894198620e-02 1.030458715440786370e-02
-2.998814026691045895e-02 4.903458512002925596e-03 -1.266787522347995361e-02 2.296419309163699740e-02 -2.756834500341580688e-02 1.921152882098093977e-03 7.438772558972604927e-03 -1.999407850831668582e-02 -1.247946484333120089e-02 -2.742872350291356009e-02
1.527556013088773694e-02 -1.493763583940846233e-02 -1.280672102192378405e-02 -3.065852583337812937e-04 2.212922548543857712e-02 -7.200374780942139785e-03 4.633765586504727356e-03 2.086389428019593678e-02 -8.563024393739031639e-03 2.531258064083940183e-03
1.939897730587255079e-02 -6.379160958648042931e-03 -2.611212395735029290e-03 -3.481251961821024699e-02 5.417667348464846530e-03 -1.741852052147529681e-02 -3.738549640630616129e-03 5.400308870153325410e-04 -4.998094902713945929e-03 -1.092664856092603887e-02
-4.378762579058646104e-02 3.122834735954734984e-04 1.921205025098906422e-02 1.996982709914080223e-02 -1.311236145464922788e-03 -5.967191378173705187e-03 3.371768923371301629e-02 1.188403393360473737e-02 7.293285799352277774e-04 9.225959312628800174e-03
-4.135480305084454633e-03 -1.669032649063037499e-02 1.403922353317461902e-02 7.224019829431112261e-03 -1.246161352200999065e-02 -6.043264359105866151e-03 6.633705599305561064e-03 -1.539240515031651928e-02 1.939854648215794466e-02 -2.223030270835484393e-02
-2.259052863277316060e-03 -1.379650657323341391e-02 -1.604161299869925200e-02 -9.262077304556332047e-03 -1.218147409990359351e-02 -2.627700766700197428e-03 -3.347743251316127877e-02 3.843084309602781321e-04 1.496813627115076498e-02 -3.868091167156995080e-02
2.514422281138337448e-02 -3.450298378439383210e-03 -1.003824376170817448e-02 -9.160022558644644736e-03 -7.338818030275907206e-03 -2.008428764291224095e-03 -3.970537245511949966e-04 -5.110520593248247742e-03 5.655256542401989640e-03 3.656803628130571564e-03
-6.499579936044053152e-03 2.716619696447695066e-03 1.982845930523219335e-02 9.170412842718633772e-03 -7.921399717463181722e-03 -1.974542213289509976e-02 -6.213119693158701898e-03 1.242686163227685499e-02 -3.153672982820703019e-03 3.584198687519190435e-02
1.387698567614036906e-02 -1.320887764552167859e-02 -2.154447813746638088e-02 1.514247413531716845e-02 8.427455868218428070e-03 -4.870023206718620754e-03 2.267305989900185795e-02 4.880932480562165734e-03 3.327100919071934032e-02 -1.886002282554071971e-02
1.379138043020930286e-02 2.272854412932089757e-02 -5.938385832428418748e-03 1.627179356516948033e-02 5.796685951720492724e-02 2.806950579946130772e-02 -2.827899180142668181e-02 -2.148976107192759194e-02 3.995331755169704083e-03 2.478972387275837561e-03
-3.393526730736901118e-03 1.674409655680159439e-02 -3.491379659282731456e-04 -1.271186206201028665e-02 -1.167086088963953947e-03 -2.375234119537682903e-02 -4.608926032596187203e-03 2.988538276454242096e-03 -1.552701551296075712e-02 -3.695987384444109872e-04
9.135287267488410509e-03 -1.241713661853955861e-02 -1.011799501137824672e-02 -1.843857956641273971e-02 2.894331879382469608e-03 -1.809484020213084771e-03 -1.521975554957720640e-02 -2.926489464896878806e-02 1.150933438688210401e-02 -2.121585145655105649e-03
2.364286987206324839e-02 2.468713698033622381e-02 1.740379419323425823e-03 3.787268412879764550e-03 9.885909612610819727e-03 -8.711093197289463894e-03 2.376898978765988601e-02 -4.961001482356734715e-02 1.892441016798997525e-02 -1.745598230200034323e-02
-1.157469397275338527e-02 -1.182894463456823572e-02 1.623272039403270400e-03 -1.791873111597154511e-02 -3.333491762029035937e-02 4.808067399734384378e-02 1.331178236210293908e-02 -5.362169208184925859e-04 4.336836388202160684e-03 1.972912163124113452e-02
